Tipodoc,importe,Factura,cuenta,planta,Micelaneo
BC7,72810.15,ERA6173,40410107,TOL,FIN006
BC7,192184.97,ERA6181,40410107,TOL,FIN006
BC7,77720.87,ERA6220,40410107,TOL,FIN006
BC7,41140.17,ERA6221,40410107,TOL,FIN006
BC7,13550.16,ERA6357,40410107,TOL,FIN006
BC7,18980.16,ERA6358,40410107,TOL,FIN006
BC7,27575.02,ERA6447,40410107,TOL,FIN006
BC7,26462.88,ERA6448,40410107,TOL,FIN006
BC7,149624.51,ERA6488,40410107,TOL,FIN006
BC7,83574.55,ERA6489,40410107,TOL,FIN006
