ERA2932,09/10/2015,07/12/2015,4184.44,9.3106
ERA2933,09/10/2015,07/12/2015,9359.14,9.3106
ERA2935,09/10/2015,07/12/2015,10880.60,9.3106
ERA2937,09/10/2015,07/12/2015,9860.52,9.3106
ERA2963,09/10/2015,07/12/2015,29142.86,9.3106
ERA2969,09/10/2015,07/12/2015,122.28,9.3106
ERA2970,09/10/2015,07/12/2015,99.40,9.3106
ERA2983,09/10/2015,07/12/2015,99.40,9.3106
ERA2984,09/10/2015,07/12/2015,6261.62,9.3106
ERA2985,09/10/2015,07/12/2015,12199.81,9.3106
ERA2986,09/10/2015,07/12/2015,436.65,9.3106
ERA2987,09/10/2015,07/12/2015,998.59,9.3106
ERA2988,09/10/2015,07/12/2015,125030.49,9.3106
ERA2989,09/10/2015,07/12/2015,7192.94,9.3106
ERA2990,09/10/2015,07/12/2015,3079.25,9.3106
ERA2991,09/10/2015,07/12/2015,1670.78,9.3106
ERA2992,09/10/2015,07/12/2015,99643.22,9.3106
ERA2993,09/10/2015,07/12/2015,671.86,9.3106
ERA2994,09/10/2015,07/12/2015,5931.36,9.3106
ERA2995,09/10/2015,07/12/2015,3870.67,9.3106
ERA3002,09/10/2015,07/12/2015,13744.15,9.3106
ERA3003,09/10/2015,07/12/2015,16908.72,9.3106
ERA3010,09/10/2015,07/12/2015,99.40,9.3106
ERA3011,09/10/2015,07/12/2015,210.58,9.3106
ERA3012,09/10/2015,07/12/2015,162.11,9.3106
ERA3020,09/10/2015,07/12/2015,10361.91,9.3106
ERA3021,09/10/2015,07/12/2015,95.26,9.3106
ETP242176,09/10/2015,07/12/2015,4809.09,9.3106
ETP242177,09/10/2015,07/12/2015,34971.44,9.3106
ETP242178,09/10/2015,07/12/2015,5106.59,9.3106
ETP242277,09/10/2015,07/12/2015,14347.06,9.3106
ETP242278,09/10/2015,07/12/2015,795.13,9.3106
ETP242279,09/10/2015,07/12/2015,198.77,9.3106
ETP242280,09/10/2015,07/12/2015,188.02,9.3106
ETP242281,09/10/2015,07/12/2015,48865.43,9.3106
ETP242282,09/10/2015,07/12/2015,188.02,9.3106
ETP242283,09/10/2015,07/12/2015,23126.28,9.3106
ETP242284,09/10/2015,07/12/2015,217.27,9.3106
ETP242285,09/10/2015,07/12/2015,34292.07,9.3106
ETP242286,09/10/2015,07/12/2015,99.40,9.3106
ETP242287,09/10/2015,07/12/2015,24141.16,9.3106
ETP242288,09/10/2015,07/12/2015,586.20,9.3106
ETP242289,09/10/2015,07/12/2015,6889.84,9.3106
ETP242290,09/10/2015,07/12/2015,36857.47,9.3106
ETP242291,09/10/2015,07/12/2015,5022.86,9.3106
ETP242292,09/10/2015,07/12/2015,17243.39,9.3106
ETP242310,09/10/2015,07/12/2015,447.91,9.3106
ETP242311,09/10/2015,07/12/2015,19929.96,9.3106
ETP242312,09/10/2015,07/12/2015,397.57,9.3106
ETP242313,09/10/2015,07/12/2015,250.69,9.3106
ETP242314,09/10/2015,07/12/2015,38254.67,9.3106
ETP242315,09/10/2015,07/12/2015,13410.31,9.3106
ETP242316,09/10/2015,07/12/2015,179.66,9.3106
ETP242317,09/10/2015,07/12/2015,162.95,9.3106
ETP242318,09/10/2015,07/12/2015,64486.94,9.3106
ETP242319,09/10/2015,07/12/2015,19082.05,9.3106
ETP242320,09/10/2015,07/12/2015,1178.87,9.3106
ETP242331,09/10/2015,07/12/2015,8998.98,9.3106
ETP242332,09/10/2015,07/12/2015,23175.58,9.3106
ETP242333,09/10/2015,07/12/2015,38796.60,9.3106
ETP242334,09/10/2015,07/12/2015,3169.57,9.3106
ETP242335,09/10/2015,07/12/2015,19291.54,9.3106
ETP242336,09/10/2015,07/12/2015,73703.26,9.3106
ETP242337,09/10/2015,07/12/2015,689.40,9.3106
ETP242338,09/10/2015,07/12/2015,62988.71,9.3106
ETP242339,09/10/2015,07/12/2015,814.74,9.3106
ETP242340,09/10/2015,07/12/2015,393.87,9.3106
ETP242341,09/10/2015,07/12/2015,695.73,9.3106
ETP242342,09/10/2015,07/12/2015,298.17,9.3106
ETP242343,09/10/2015,07/12/2015,3478.07,9.3106
ETP242344,09/10/2015,07/12/2015,63093.16,9.3106
ETP242467,09/10/2015,07/12/2015,116028.62,9.3106
ETP242468,09/10/2015,07/12/2015,114330.57,9.3106
ERA3085,09/10/2015,14/12/2015,21957.66,9.3106
ERA3086,09/10/2015,14/12/2015,198.41,9.3106
ETP241930,09/10/2015,18/12/2015,8975.16,9.3106
ETP241931,09/10/2015,18/12/2015,28126.06,9.3106
ETP242159,09/10/2015,18/12/2015,9888.65,9.3106
ETP242160,09/10/2015,18/12/2015,8019.74,9.3106
ETP242161,09/10/2015,18/12/2015,2364.47,9.3106
ETP242162,09/10/2015,18/12/2015,7956.87,9.3106
ETP242163,09/10/2015,18/12/2015,10102.98,9.3106
ETP242164,09/10/2015,18/12/2015,17193.29,9.3106
ETP242165,09/10/2015,18/12/2015,12916.33,9.3106
ETP242166,09/10/2015,18/12/2015,1733.09,9.3106
ETP242167,09/10/2015,18/12/2015,19422.35,9.3106
ETP242168,09/10/2015,18/12/2015,30133.18,9.3106
ETP242171,09/10/2015,18/12/2015,7230.67,9.3106
ETP242172,09/10/2015,18/12/2015,90.82,9.3106
ETP242174,09/10/2015,18/12/2015,1809.05,9.3106
ETP242175,09/10/2015,18/12/2015,682.74,9.3106
ETP242179,09/10/2015,18/12/2015,3641.17,9.3106
ETP242180,09/10/2015,18/12/2015,6868.96,9.3106
ETP242181,09/10/2015,18/12/2015,64080.51,9.3106
ETP242182,09/10/2015,18/12/2015,12510.86,9.3106
ETP242461,09/10/2015,18/12/2015,167912.39,9.3106
ETP242462,09/10/2015,18/12/2015,8218.13,9.3106
ETP242463,09/10/2015,18/12/2015,19419.75,9.3106
ETP242464,09/10/2015,18/12/2015,25832.68,9.3106
ETP242699,09/10/2015,08/01/2016,35497.35,9.3106
ETP242700,09/10/2015,08/01/2016,28821.61,9.3106
ETP242701,09/10/2015,08/01/2016,51625.04,9.3106
ETP242702,09/10/2015,08/01/2016,121116.93,9.3106
ETP242704,09/10/2015,08/01/2016,89243.95,9.3106
ETP242705,09/10/2015,08/01/2016,77248.61,9.3106
ETP240500,13/10/2015,10/11/2015,105476.72,9.3025
ETP240508,13/10/2015,10/11/2015,21538.98,9.3025
ETP240535,13/10/2015,10/11/2015,112071.30,9.3025
ETP240547,13/10/2015,10/11/2015,67597.01,9.3025
ETP240825,13/10/2015,10/11/2015,70214.20,9.3025
ETP240869,13/10/2015,10/11/2015,93504.62,9.3025
ETP240963,13/10/2015,10/11/2015,55000.72,9.3025
ETP240964,13/10/2015,10/11/2015,86406.34,9.3025
ETP240965,13/10/2015,10/11/2015,99250.12,9.3025
ETP240975,13/10/2015,10/11/2015,73922.10,9.3025
ETP240976,13/10/2015,10/11/2015,12577.82,9.3025
ETP240977,13/10/2015,10/11/2015,31748.46,9.3025
ETP240994,13/10/2015,10/11/2015,166809.08,9.3025
ETP241035,13/10/2015,10/11/2015,8698.21,9.3025
ETP241243,13/10/2015,10/11/2015,17608.97,9.3025
ETP241244,13/10/2015,10/11/2015,58738.14,9.3025
ETP241303,13/10/2015,10/11/2015,46608.07,9.3025
ETP241304,13/10/2015,10/11/2015,4735.79,9.3025
ETP241305,13/10/2015,10/11/2015,101418.00,9.3025
ETP241314,13/10/2015,10/11/2015,69564.47,9.3025
ETP241415,13/10/2015,10/11/2015,59400.23,9.3025
ETP241585,13/10/2015,17/11/2015,148374.95,9.3025
ETP241693,13/10/2015,17/11/2015,17576.84,9.3025
ETP241694,13/10/2015,17/11/2015,69304.10,9.3025
ETP241695,13/10/2015,17/11/2015,20898.80,9.3025
ETP241698,13/10/2015,17/11/2015,50731.04,9.3025
ETP241708,13/10/2015,17/11/2015,60580.67,9.3025
ETP241899,13/10/2015,17/11/2015,34170.81,9.3025
ETP241900,13/10/2015,17/11/2015,39424.76,9.3025
ETP242032,13/10/2015,17/11/2015,76896.69,9.3025
ETP242056,13/10/2015,17/11/2015,55407.10,9.3025
ETP242057,13/10/2015,17/11/2015,46330.68,9.3025
ETP242130,13/10/2015,17/11/2015,18832.32,9.3025
ETP242131,13/10/2015,17/11/2015,120575.71,9.3025
ETP242132,13/10/2015,17/11/2015,100903.18,9.3025
ETP242184,13/10/2015,17/11/2015,138772.41,9.3025
ETP242326,13/10/2015,17/11/2015,116402.55,9.3025
ETP242465,13/10/2015,17/11/2015,90750.16,9.3025
ETP242474,13/10/2015,17/11/2015,17576.84,9.3025
ETP242475,13/10/2015,17/11/2015,124402.62,9.3025
ETP242476,13/10/2015,17/11/2015,75080.88,9.3025
ETP242578,13/10/2015,24/11/2015,105837.82,9.3025
ETP242685,13/10/2015,24/11/2015,138994.18,9.3025
ETP242686,13/10/2015,24/11/2015,77898.54,9.3025
ETP242777,13/10/2015,24/11/2015,101989.45,9.3025
ETP242800,13/10/2015,24/11/2015,17544.70,9.3025
ETP242801,13/10/2015,24/11/2015,121657.02,9.3025
ETP242802,13/10/2015,24/11/2015,15034.64,9.3025
ETP242843,13/10/2015,24/11/2015,59303.10,9.3025
ETP242844,13/10/2015,24/11/2015,21439.53,9.3025
ETP243046,13/10/2015,01/12/2015,85592.63,9.3025
ETP243069,13/10/2015,01/12/2015,19144.86,9.3025
ETP243168,13/10/2015,01/12/2015,89664.21,9.3025
ETP243181,13/10/2015,01/12/2015,115791.12,9.3025
ETP243190,13/10/2015,01/12/2015,188204.43,9.3025
ETP243299,13/10/2015,01/12/2015,17512.56,9.3025
ETP243300,13/10/2015,01/12/2015,96938.76,9.3025
ETP242842,13/10/2015,14/12/2015,15725.01,9.3025
ERA3097,13/10/2015,14/12/2015,9889.63,9.3025
ETP242816,13/10/2015,14/12/2015,100843.70,9.3025
ETP242817,13/10/2015,14/12/2015,71866.19,9.3025
ETP242832,13/10/2015,14/12/2015,23910.31,9.3025
ETP242833,13/10/2015,14/12/2015,70374.53,9.3025
ETP243365,13/10/2015,28/12/2015,17774.27,9.3025
ETP243366,13/10/2015,28/12/2015,22725.54,9.3025
ETP243335,13/10/2015,28/12/2015,120789.09,9.3025
