TIENDAS SORIANA, SA DE CV,ETP241712, 25/09/2015,30/11/2015,1189.4
TIENDAS SORIANA, SA DE CV,ETP241713, 25/09/2015,30/11/2015,3008.06
TIENDAS SORIANA, SA DE CV,ETP241714, 25/09/2015,30/11/2015,121947.53
TIENDAS SORIANA, SA DE CV,ETP241715, 25/09/2015,30/11/2015,54987.08
TIENDAS SORIANA, SA DE CV,ETP241716, 25/09/2015,30/11/2015,2654.43
TIENDAS SORIANA, SA DE CV,ETP241765, 26/09/2015,30/11/2015,120375
TIENDAS SORIANA, SA DE CV,ETP241766, 26/09/2015,30/11/2015,1055
TIENDAS SORIANA, SA DE CV,EBA6584, 02/10/2015,07/12/2015,465
TIENDAS SORIANA, SA DE CV,EBA6585, 02/10/2015,07/12/2015,430
TIENDAS SORIANA, SA DE CV,EBA6586, 02/10/2015,07/12/2015,539
TIENDAS SORIANA, SA DE CV,EBA6587, 02/10/2015,07/12/2015,585
TIENDAS SORIANA, SA DE CV,EBA6588, 02/10/2015,07/12/2015,1903.04
TIENDAS SORIANA, SA DE CV,EBA6589, 02/10/2015,07/12/2015,21472.45
TIENDAS SORIANA, SA DE CV,EBA6590, 02/10/2015,07/12/2015,173.88
TIENDAS SORIANA, SA DE CV,EBA6591, 02/10/2015,07/12/2015,15142
TIENDAS SORIANA, SA DE CV,EBA6592, 02/10/2015,07/12/2015,18255
TIENDAS SORIANA, SA DE CV,EGB98407, 30/09/2015,07/12/2015,28350
TIENDAS SORIANA, SA DE CV,EGB98408, 30/09/2015,07/12/2015,582
TIENDAS SORIANA, SA DE CV,EGB98464, 01/10/2015,07/12/2015,7546
TIENDAS SORIANA, SA DE CV,EGB98465, 01/10/2015,07/12/2015,14755
TIENDAS SORIANA, SA DE CV,EGB98466, 01/10/2015,07/12/2015,13704
TIENDAS SORIANA, SA DE CV,EGB98473, 01/10/2015,07/12/2015,21375
TIENDAS SORIANA, SA DE CV,EGB98474, 01/10/2015,07/12/2015,225
TIENDAS SORIANA, SA DE CV,EGB98475, 01/10/2015,07/12/2015,44412
TIENDAS SORIANA, SA DE CV,EGB98476, 01/10/2015,07/12/2015,14883
TIENDAS SORIANA, SA DE CV,EGB98477, 01/10/2015,07/12/2015,65
TIENDAS SORIANA, SA DE CV,EGB98478, 01/10/2015,07/12/2015,425.88
TIENDAS SORIANA, SA DE CV,EGB98479, 01/10/2015,07/12/2015,80717.74
TIENDAS SORIANA, SA DE CV,EGB98480, 01/10/2015,07/12/2015,2887.2
TIENDAS SORIANA, SA DE CV,EGB98481, 01/10/2015,07/12/2015,28900.43
TIENDAS SORIANA, SA DE CV,EGB98482, 01/10/2015,07/12/2015,356.82
TIENDAS SORIANA, SA DE CV,EGB98483, 01/10/2015,07/12/2015,2140.92
TIENDAS SORIANA, SA DE CV,ERA2905, 29/09/2015,07/12/2015,12098.4
TIENDAS SORIANA, SA DE CV,ERA2910, 29/09/2015,07/12/2015,13450
TIENDAS SORIANA, SA DE CV,ERA2932, 30/09/2015,07/12/2015,5007.48
TIENDAS SORIANA, SA DE CV,ERA2933, 30/09/2015,07/12/2015,11200
TIENDAS SORIANA, SA DE CV,ERA2935, 30/09/2015,07/12/2015,13020.7
TIENDAS SORIANA, SA DE CV,ERA2937, 30/09/2015,07/12/2015,11800
TIENDAS SORIANA, SA DE CV,ERA2963, 30/09/2015,07/12/2015,34875
TIENDAS SORIANA, SA DE CV,ERA2969, 01/10/2015,07/12/2015,146.34
TIENDAS SORIANA, SA DE CV,ERA2970, 01/10/2015,07/12/2015,118.94
TIENDAS SORIANA, SA DE CV,ERA2983, 01/10/2015,07/12/2015,118.94
TIENDAS SORIANA, SA DE CV,ERA2984, 01/10/2015,07/12/2015,7493.22
TIENDAS SORIANA, SA DE CV,ERA2985, 01/10/2015,07/12/2015,14599.4
TIENDAS SORIANA, SA DE CV,ERA2986, 01/10/2015,07/12/2015,522.54
TIENDAS SORIANA, SA DE CV,ERA2987, 01/10/2015,07/12/2015,1195
TIENDAS SORIANA, SA DE CV,ERA2988, 01/10/2015,07/12/2015,149622.84
TIENDAS SORIANA, SA DE CV,ERA2989, 01/10/2015,07/12/2015,8607.72
TIENDAS SORIANA, SA DE CV,ERA2990, 01/10/2015,07/12/2015,3684.9
TIENDAS SORIANA, SA DE CV,ERA2991, 01/10/2015,07/12/2015,1999.4
TIENDAS SORIANA, SA DE CV,ERA2992, 01/10/2015,07/12/2015,119242.1
TIENDAS SORIANA, SA DE CV,ERA2993, 01/10/2015,07/12/2015,804
TIENDAS SORIANA, SA DE CV,ERA2994, 01/10/2015,07/12/2015,7098
TIENDAS SORIANA, SA DE CV,ERA2995, 01/10/2015,07/12/2015,4632
TIENDAS SORIANA, SA DE CV,ERA3002, 02/10/2015,07/12/2015,16447.5
TIENDAS SORIANA, SA DE CV,ERA3003, 02/10/2015,07/12/2015,20234.5
TIENDAS SORIANA, SA DE CV,ERA3010, 02/10/2015,07/12/2015,118.94
TIENDAS SORIANA, SA DE CV,ERA3011, 02/10/2015,07/12/2015,252
TIENDAS SORIANA, SA DE CV,ERA3012, 02/10/2015,07/12/2015,194
TIENDAS SORIANA, SA DE CV,ERA3020, 02/10/2015,07/12/2015,12400
TIENDAS SORIANA, SA DE CV,ERA3021, 02/10/2015,07/12/2015,114
TIENDAS SORIANA, SA DE CV,ETP242176, 30/09/2015,07/12/2015,5755
TIENDAS SORIANA, SA DE CV,ETP242177, 30/09/2015,07/12/2015,41850
TIENDAS SORIANA, SA DE CV,ETP242178, 30/09/2015,07/12/2015,6111
TIENDAS SORIANA, SA DE CV,ETP242277, 01/10/2015,07/12/2015,17169
TIENDAS SORIANA, SA DE CV,ETP242278, 01/10/2015,07/12/2015,951.52
TIENDAS SORIANA, SA DE CV,ETP242279, 01/10/2015,07/12/2015,237.88
TIENDAS SORIANA, SA DE CV,ETP242280, 01/10/2015,07/12/2015,225
TIENDAS SORIANA, SA DE CV,ETP242281, 01/10/2015,07/12/2015,58476.8
TIENDAS SORIANA, SA DE CV,ETP242282, 01/10/2015,07/12/2015,225
TIENDAS SORIANA, SA DE CV,ETP242283, 01/10/2015,07/12/2015,27675
TIENDAS SORIANA, SA DE CV,ETP242284, 01/10/2015,07/12/2015,260
TIENDAS SORIANA, SA DE CV,ETP242285, 01/10/2015,07/12/2015,41037
TIENDAS SORIANA, SA DE CV,ETP242286, 01/10/2015,07/12/2015,118.94
TIENDAS SORIANA, SA DE CV,ETP242287, 01/10/2015,07/12/2015,28889.5
TIENDAS SORIANA, SA DE CV,ETP242288, 01/10/2015,07/12/2015,701.49
TIENDAS SORIANA, SA DE CV,ETP242289, 01/10/2015,07/12/2015,8245
TIENDAS SORIANA, SA DE CV,ETP242290, 01/10/2015,07/12/2015,44107
TIENDAS SORIANA, SA DE CV,ETP242291, 01/10/2015,07/12/2015,6010.8
TIENDAS SORIANA, SA DE CV,ETP242292, 01/10/2015,07/12/2015,20635
TIENDAS SORIANA, SA DE CV,ETP242310, 01/10/2015,07/12/2015,536
TIENDAS SORIANA, SA DE CV,ETP242311, 01/10/2015,07/12/2015,23850
TIENDAS SORIANA, SA DE CV,ETP242312, 01/10/2015,07/12/2015,475.76
TIENDAS SORIANA, SA DE CV,ETP242313, 01/10/2015,07/12/2015,300
TIENDAS SORIANA, SA DE CV,ETP242314, 01/10/2015,07/12/2015,45779
TIENDAS SORIANA, SA DE CV,ETP242315, 01/10/2015,07/12/2015,16048
TIENDAS SORIANA, SA DE CV,ETP242316, 01/10/2015,07/12/2015,215
TIENDAS SORIANA, SA DE CV,ETP242317, 01/10/2015,07/12/2015,195
TIENDAS SORIANA, SA DE CV,ETP242318, 01/10/2015,07/12/2015,77170.93
TIENDAS SORIANA, SA DE CV,ETP242319, 01/10/2015,07/12/2015,22835.3
TIENDAS SORIANA, SA DE CV,ETP242320, 01/10/2015,07/12/2015,1410.74
TIENDAS SORIANA, SA DE CV,ETP242331, 01/10/2015,07/12/2015,10769
TIENDAS SORIANA, SA DE CV,ETP242332, 01/10/2015,07/12/2015,27734
TIENDAS SORIANA, SA DE CV,ETP242333, 01/10/2015,07/12/2015,46427.52
TIENDAS SORIANA, SA DE CV,ETP242334, 01/10/2015,07/12/2015,3793
TIENDAS SORIANA, SA DE CV,ETP242335, 01/10/2015,07/12/2015,23086
TIENDAS SORIANA, SA DE CV,ETP242336, 01/10/2015,07/12/2015,88200
TIENDAS SORIANA, SA DE CV,ETP242337, 01/10/2015,07/12/2015,825
TIENDAS SORIANA, SA DE CV,ETP242338, 01/10/2015,07/12/2015,75378
TIENDAS SORIANA, SA DE CV,ETP242339, 01/10/2015,07/12/2015,975
TIENDAS SORIANA, SA DE CV,ETP242340, 01/10/2015,07/12/2015,471.34
TIENDAS SORIANA, SA DE CV,ETP242341, 01/10/2015,07/12/2015,832.58
TIENDAS SORIANA, SA DE CV,ETP242342, 01/10/2015,07/12/2015,356.82
TIENDAS SORIANA, SA DE CV,ETP242343, 01/10/2015,07/12/2015,4162.17
TIENDAS SORIANA, SA DE CV,ETP242344, 01/10/2015,07/12/2015,75503
TIENDAS SORIANA, SA DE CV,ETP242467, 02/10/2015,07/12/2015,138850.37
TIENDAS SORIANA, SA DE CV,ETP242468, 02/10/2015,07/12/2015,136818.33
TIENDAS SORIANA, SA DE CV,ERA3085, 06/10/2015,14/12/2015,26325
TIENDAS SORIANA, SA DE CV,ERA3086, 06/10/2015,14/12/2015,237.88
