TIENDAS SORIANA, SA DE CV,ERA2534, 15/09/2015,16/11/2015,11920
TIENDAS SORIANA, SA DE CV,ERA2535, 15/09/2015,16/11/2015,12400
TIENDAS SORIANA, SA DE CV,ERA2538, 15/09/2015,16/11/2015,5600
TIENDAS SORIANA, SA DE CV,ERA2622, 18/09/2015,16/11/2015,15264
TIENDAS SORIANA, SA DE CV,ERA2807, 25/09/2015,16/11/2015,7632
TIENDAS SORIANA, SA DE CV,ETP240944, 18/09/2015,16/11/2015,16196.4
TIENDAS SORIANA, SA DE CV,EBA6529, 19/09/2015,23/11/2015,1154.98
TIENDAS SORIANA, SA DE CV,EBA6530, 19/09/2015,23/11/2015,1525
TIENDAS SORIANA, SA DE CV,EBA6531, 19/09/2015,23/11/2015,2616.68
TIENDAS SORIANA, SA DE CV,EBA6532, 19/09/2015,23/11/2015,36150.9
TIENDAS SORIANA, SA DE CV,EBA6533, 19/09/2015,23/11/2015,1152
TIENDAS SORIANA, SA DE CV,EGB98003, 18/09/2015,23/11/2015,36707
TIENDAS SORIANA, SA DE CV,EGB98004, 18/09/2015,23/11/2015,9923
TIENDAS SORIANA, SA DE CV,EGB98034, 19/09/2015,23/11/2015,2073.11
TIENDAS SORIANA, SA DE CV,EGB98035, 19/09/2015,23/11/2015,926.76
TIENDAS SORIANA, SA DE CV,EGB98036, 19/09/2015,23/11/2015,97313.05
TIENDAS SORIANA, SA DE CV,EGB98037, 19/09/2015,23/11/2015,64896
TIENDAS SORIANA, SA DE CV,EGB98038, 19/09/2015,23/11/2015,2021.98
TIENDAS SORIANA, SA DE CV,ERA2601, 18/09/2015,23/11/2015,3076.58
TIENDAS SORIANA, SA DE CV,ERA2602, 18/09/2015,23/11/2015,366
TIENDAS SORIANA, SA DE CV,ERA2606, 18/09/2015,23/11/2015,593.62
TIENDAS SORIANA, SA DE CV,ERA2607, 18/09/2015,23/11/2015,114
TIENDAS SORIANA, SA DE CV,ERA2608, 18/09/2015,23/11/2015,118.94
TIENDAS SORIANA, SA DE CV,ERA2609, 18/09/2015,23/11/2015,118.94
TIENDAS SORIANA, SA DE CV,ERA2610, 18/09/2015,23/11/2015,15421.3
TIENDAS SORIANA, SA DE CV,ERA2612, 18/09/2015,23/11/2015,2166.5
TIENDAS SORIANA, SA DE CV,ERA2614, 18/09/2015,23/11/2015,1555.1
TIENDAS SORIANA, SA DE CV,ERA2615, 18/09/2015,23/11/2015,200
TIENDAS SORIANA, SA DE CV,ERA2618, 18/09/2015,23/11/2015,2673.62
TIENDAS SORIANA, SA DE CV,ERA2619, 18/09/2015,23/11/2015,566
TIENDAS SORIANA, SA DE CV,ERA2620, 18/09/2015,23/11/2015,16845
TIENDAS SORIANA, SA DE CV,ERA2621, 18/09/2015,23/11/2015,5088
TIENDAS SORIANA, SA DE CV,ERA2628, 18/09/2015,23/11/2015,8189.78
TIENDAS SORIANA, SA DE CV,ERA2629, 18/09/2015,23/11/2015,5600
TIENDAS SORIANA, SA DE CV,ERA2635, 19/09/2015,23/11/2015,18880.1
TIENDAS SORIANA, SA DE CV,ERA2636, 19/09/2015,23/11/2015,11200
TIENDAS SORIANA, SA DE CV,ERA2650, 19/09/2015,23/11/2015,4958.8
TIENDAS SORIANA, SA DE CV,ERA2651, 19/09/2015,23/11/2015,227166.7
TIENDAS SORIANA, SA DE CV,ERA2652, 19/09/2015,23/11/2015,9039.44
TIENDAS SORIANA, SA DE CV,ERA2653, 19/09/2015,23/11/2015,19295.16
TIENDAS SORIANA, SA DE CV,ERA2654, 19/09/2015,23/11/2015,5579.83
TIENDAS SORIANA, SA DE CV,ERA2655, 19/09/2015,23/11/2015,356.82
TIENDAS SORIANA, SA DE CV,ERA2656, 19/09/2015,23/11/2015,8506
TIENDAS SORIANA, SA DE CV,ERA2721, 23/09/2015,23/11/2015,12400
TIENDAS SORIANA, SA DE CV,ERA2726, 23/09/2015,23/11/2015,11472.58
TIENDAS SORIANA, SA DE CV,ERA2727, 23/09/2015,23/11/2015,21695.38
TIENDAS SORIANA, SA DE CV,ETP240907, 18/09/2015,23/11/2015,26411
TIENDAS SORIANA, SA DE CV,ETP240908, 18/09/2015,23/11/2015,96891.84
TIENDAS SORIANA, SA DE CV,ETP240909, 18/09/2015,23/11/2015,1608
TIENDAS SORIANA, SA DE CV,ETP240929, 18/09/2015,23/11/2015,29844.02
TIENDAS SORIANA, SA DE CV,ETP240930, 18/09/2015,23/11/2015,153484.19
TIENDAS SORIANA, SA DE CV,ETP240931, 18/09/2015,23/11/2015,75
TIENDAS SORIANA, SA DE CV,ETP240932, 18/09/2015,23/11/2015,804.49
TIENDAS SORIANA, SA DE CV,ETP240933, 18/09/2015,23/11/2015,93177.62
TIENDAS SORIANA, SA DE CV,ETP240934, 18/09/2015,23/11/2015,150
TIENDAS SORIANA, SA DE CV,ETP240935, 18/09/2015,23/11/2015,1070.46
TIENDAS SORIANA, SA DE CV,ETP240936, 18/09/2015,23/11/2015,118.94
TIENDAS SORIANA, SA DE CV,ETP240937, 18/09/2015,23/11/2015,594.7
TIENDAS SORIANA, SA DE CV,ETP240938, 18/09/2015,23/11/2015,20490
TIENDAS SORIANA, SA DE CV,ETP240939, 18/09/2015,23/11/2015,37744.12
TIENDAS SORIANA, SA DE CV,ETP240945, 18/09/2015,23/11/2015,3096
TIENDAS SORIANA, SA DE CV,ETP240946, 18/09/2015,23/11/2015,480
TIENDAS SORIANA, SA DE CV,ETP240947, 18/09/2015,23/11/2015,1070.46
TIENDAS SORIANA, SA DE CV,ETP240948, 18/09/2015,23/11/2015,296403.73
TIENDAS SORIANA, SA DE CV,ETP240949, 18/09/2015,23/11/2015,7295.54
TIENDAS SORIANA, SA DE CV,ETP240950, 18/09/2015,23/11/2015,356.82
TIENDAS SORIANA, SA DE CV,ETP240951, 18/09/2015,23/11/2015,1537
TIENDAS SORIANA, SA DE CV,ETP240957, 18/09/2015,23/11/2015,602
TIENDAS SORIANA, SA DE CV,ETP240958, 18/09/2015,23/11/2015,832.58
TIENDAS SORIANA, SA DE CV,ETP240959, 18/09/2015,23/11/2015,832
TIENDAS SORIANA, SA DE CV,ETP240960, 18/09/2015,23/11/2015,122561
TIENDAS SORIANA, SA DE CV,ETP240961, 18/09/2015,23/11/2015,47085.55
TIENDAS SORIANA, SA DE CV,ETP240962, 18/09/2015,23/11/2015,1301.86
TIENDAS SORIANA, SA DE CV,ETP241034, 19/09/2015,23/11/2015,203489.9
TIENDAS SORIANA, SA DE CV,ETP241112, 21/09/2015,23/11/2015,17730.42
TIENDAS SORIANA, SA DE CV,ETP241113, 21/09/2015,23/11/2015,75531
TIENDAS SORIANA, SA DE CV,ETP242466, 02/10/2015,23/11/2015,8098.2
TIENDAS SORIANA, SA DE CV,EBA6560, 25/09/2015,30/11/2015,1784.1
TIENDAS SORIANA, SA DE CV,EBA6561, 25/09/2015,30/11/2015,1191
TIENDAS SORIANA, SA DE CV,EBA6562, 25/09/2015,30/11/2015,2382
TIENDAS SORIANA, SA DE CV,EBA6563, 25/09/2015,30/11/2015,15300
TIENDAS SORIANA, SA DE CV,EBA6564, 25/09/2015,30/11/2015,130
TIENDAS SORIANA, SA DE CV,EBA6565, 25/09/2015,30/11/2015,23619
TIENDAS SORIANA, SA DE CV,EBA6566, 25/09/2015,30/11/2015,44068.96
TIENDAS SORIANA, SA DE CV,EGB98189, 24/09/2015,30/11/2015,134004.12
TIENDAS SORIANA, SA DE CV,EGB98192, 24/09/2015,30/11/2015,6717
TIENDAS SORIANA, SA DE CV,EGB98193, 24/09/2015,30/11/2015,1070.46
TIENDAS SORIANA, SA DE CV,EGB98194, 24/09/2015,30/11/2015,2550.18
TIENDAS SORIANA, SA DE CV,EGB98195, 24/09/2015,30/11/2015,2314.2
TIENDAS SORIANA, SA DE CV,EGB98196, 24/09/2015,30/11/2015,60551.65
TIENDAS SORIANA, SA DE CV,EGB98242, 25/09/2015,30/11/2015,50142
TIENDAS SORIANA, SA DE CV,EGB98243, 25/09/2015,30/11/2015,9161
TIENDAS SORIANA, SA DE CV,ERA 2804, 25/09/2015,30/11/2015,32666.98
TIENDAS SORIANA, SA DE CV,ERA2759, 24/09/2015,30/11/2015,12362.14
TIENDAS SORIANA, SA DE CV,ERA2762, 24/09/2015,30/11/2015,2181.66
TIENDAS SORIANA, SA DE CV,ERA2763, 24/09/2015,30/11/2015,2657.9
TIENDAS SORIANA, SA DE CV,ERA2764, 24/09/2015,30/11/2015,118.94
TIENDAS SORIANA, SA DE CV,ERA2787, 25/09/2015,30/11/2015,24224.8
TIENDAS SORIANA, SA DE CV,ERA2789, 25/09/2015,30/11/2015,11200
TIENDAS SORIANA, SA DE CV,ERA2790, 25/09/2015,30/11/2015,2824.62
TIENDAS SORIANA, SA DE CV,ERA2791, 25/09/2015,30/11/2015,314
TIENDAS SORIANA, SA DE CV,ERA2792, 25/09/2015,30/11/2015,1878.4
TIENDAS SORIANA, SA DE CV,ERA2800, 25/09/2015,30/11/2015,356.82
TIENDAS SORIANA, SA DE CV,ERA2801, 25/09/2015,30/11/2015,7850.04
TIENDAS SORIANA, SA DE CV,ERA2802, 25/09/2015,30/11/2015,8152.26
TIENDAS SORIANA, SA DE CV,ERA2803, 25/09/2015,30/11/2015,293642.02
TIENDAS SORIANA, SA DE CV,ERA2805, 25/09/2015,30/11/2015,7213.95
TIENDAS SORIANA, SA DE CV,ERA2806, 25/09/2015,30/11/2015,291
TIENDAS SORIANA, SA DE CV,ERA2808, 25/09/2015,30/11/2015,6391
TIENDAS SORIANA, SA DE CV,ERA2809, 25/09/2015,30/11/2015,12882
TIENDAS SORIANA, SA DE CV,ETP241527, 24/09/2015,30/11/2015,594.7
TIENDAS SORIANA, SA DE CV,ETP241528, 24/09/2015,30/11/2015,5304.33
TIENDAS SORIANA, SA DE CV,ETP241529, 24/09/2015,30/11/2015,826
TIENDAS SORIANA, SA DE CV,ETP241530, 24/09/2015,30/11/2015,4908.46
TIENDAS SORIANA, SA DE CV,ETP241531, 24/09/2015,30/11/2015,118.94
TIENDAS SORIANA, SA DE CV,ETP241532, 24/09/2015,30/11/2015,272991.85
TIENDAS SORIANA, SA DE CV,ETP241606, 25/09/2015,30/11/2015,118.94
TIENDAS SORIANA, SA DE CV,ETP241607, 25/09/2015,30/11/2015,1308.34
TIENDAS SORIANA, SA DE CV,ETP241608, 25/09/2015,30/11/2015,641
TIENDAS SORIANA, SA DE CV,ETP241609, 25/09/2015,30/11/2015,43569.51
TIENDAS SORIANA, SA DE CV,ETP241610, 25/09/2015,30/11/2015,1149.23
TIENDAS SORIANA, SA DE CV,ETP241612, 25/09/2015,30/11/2015,123686.58
TIENDAS SORIANA, SA DE CV,ETP241613, 25/09/2015,30/11/2015,75272
TIENDAS SORIANA, SA DE CV,ETP241614, 25/09/2015,30/11/2015,22933
TIENDAS SORIANA, SA DE CV,ETP241615, 25/09/2015,30/11/2015,61200
TIENDAS SORIANA, SA DE CV,ETP241616, 25/09/2015,30/11/2015,47358.4
TIENDAS SORIANA, SA DE CV,ETP241617, 25/09/2015,30/11/2015,16596
TIENDAS SORIANA, SA DE CV,ETP241618, 25/09/2015,30/11/2015,1512
TIENDAS SORIANA, SA DE CV,ETP241648, 25/09/2015,30/11/2015,19553
TIENDAS SORIANA, SA DE CV,ETP241649, 25/09/2015,30/11/2015,112695.4
TIENDAS SORIANA, SA DE CV,ETP241650, 25/09/2015,30/11/2015,1391.04
TIENDAS SORIANA, SA DE CV,ETP241651, 25/09/2015,30/11/2015,301182.34
